,sentences1,sentences2,is_similar
25575,the calm before the snow storm comes into town ,she wanted to make her husband a calendar for his birthday and she started off with sexy plaid ,0
25576,over night it slowed a lot enough to blanket everything in sight with snow ,surprisingly the city streets have remained open to traffic ,1
25577,over night it slowed a lot enough to blanket everything in sight with snow ,the family decided to take a beach vacation to celebrate their daughter s birthday ,0
25578,surprisingly the city streets have remained open to traffic ,this local business owner is shoveling the snow away from the sidewalk near hos business ,1
25579,surprisingly the city streets have remained open to traffic ,the family arrived at the lodge for a day of fun ,0
25580,this local business owner is shoveling the snow away from the sidewalk near hos business ,the show has tarted again and is starting to make driving difficult ,1
25581,this local business owner is shoveling the snow away from the sidewalk near hos business ,we were all excited to attend the graduation ,0
25582,from the vantage point of the village  the mountains do nt look cold and uninviting ,but the presence of snow becomes obviously as you hike to a higher altitude ,1
25583,from the vantage point of the village  the mountains do nt look cold and uninviting ,we had our family over for dinner last night ,0
25584,but the presence of snow becomes obviously as you hike to a higher altitude ,once you re at the top  though  the view is gorgeous  it makes a perfect backdrop ,1
25585,but the presence of snow becomes obviously as you hike to a higher altitude ,m  ms came over for a visit ,0
25586,once you re at the top  though  the view is gorgeous  it makes a perfect backdrop ,but you quickly get overwhelmed with the sense of how vast the range is ,1
25587,once you re at the top  though  the view is gorgeous  it makes a perfect backdrop ,the clouds and deep blue sky compliment the mountain peak ,0
25588,but you quickly get overwhelmed with the sense of how vast the range is ,i felt much more comfortable closer to ground ,1
25589,but you quickly get overwhelmed with the sense of how vast the range is ,there was a car show in the village center today ,0
25590,i felt much more comfortable closer to ground ,i  m more of water person  anyway ,1
25591,i felt much more comfortable closer to ground ,this castle was the whole reason we came to this town ,0
25592,one day  we went to the cemetery ,we say many gravestones along the woods  including standing and in  ground gravestones ,1
25593,one day  we went to the cemetery ,when i got to the end of the race i saw my entire family there supporting me ,0
25594,we say many gravestones along the woods  including standing and in  ground gravestones ,we saw some notably older gravestones  including this one from 1858 ,1
25595,we say many gravestones along the woods  including standing and in  ground gravestones ,i decide to take a walk on a cold winters day ,0
25596,we saw some notably older gravestones  including this one from 1858 ,next  we saw  female   who died in 1860 ,1
25597,we saw some notably older gravestones  including this one from 1858 ,i went for a walk through the woods yesterday ,0
25598,next  we saw  female   who died in 1860 ,and the oldest gravestone was from 1839 ,1
25599,next  we saw  female   who died in 1860 ,on their way to the cemetery ,0
25600,a somewhat menacing license plate  photo  op with the sidewalk art ,strange creature flying through the sky  flying in the distance lit by the clouded sun ,1
25601,a somewhat menacing license plate  photo  op with the sidewalk art ,the bazzar was filled with many unique items ,0
25602,strange creature flying through the sky  flying in the distance lit by the clouded sun ,a beautiful cathedral on a beautiful day ,1
25603,strange creature flying through the sky  flying in the distance lit by the clouded sun ,kids and all joined in on the fun  all supporting location state ,0
25604,this is the story of  male   male   who was killed by police though he was unarmed ,he became a symbol for average people who feel oppressed in their communities ,1
25605,this is the story of  male   male   who was killed by police though he was unarmed ,teaching the next generation to be growing artists is an important job ,0
25606,he became a symbol for average people who feel oppressed in their communities ,all kinds of people come out to voice their anger ,1
25607,he became a symbol for average people who feel oppressed in their communities , male  and  female  s wedding ,0
25608,all kinds of people come out to voice their anger ,these are posters that appear in many cities in our country ,1
25609,all kinds of people come out to voice their anger ,the new organization organization is now open for business ,0
25610,these are posters that appear in many cities in our country ,that s spanish for  male  for  male  ,1
25611,these are posters that appear in many cities in our country ,we decorated a little bit for halloween ,0
25612,i was hungry this morning so i decided to make some waffles ,i began cooking them ,1
25613,i was hungry this morning so i decided to make some waffles ,the statue was amazing ,0
25614,i began cooking them ,while i was out i went over to the store to buy some more ingredients ,1
25615,i began cooking them ,the children gathered around the tables ,0
25616,while i was out i went over to the store to buy some more ingredients ,after i was done i went back home and finished cooking my waffles ,1
25617,while i was out i went over to the store to buy some more ingredients ,everyone got together for drinks and conversation ,0
25618,after i was done i went back home and finished cooking my waffles ,they were delicious ,1
25619,after i was done i went back home and finished cooking my waffles ,demonstration  inspection for the higher ups at our operating base ,0
25620,the year 2000 was on its way  so a group of friends decided to welcome it with a party ,they filled their cups with beer and put on some new year gear ,1
25621,the year 2000 was on its way  so a group of friends decided to welcome it with a party ,i love taking pictures of flowers ,0
25622,they filled their cups with beer and put on some new year gear ,excitement built as midnight approached and the friends talked and danced ,1
25623,they filled their cups with beer and put on some new year gear ,this is my last day as a normal teen ,0
25624,excitement built as midnight approached and the friends talked and danced ,at 1159 pm it was time to gather around and count down to the new year together ,1
25625,excitement built as midnight approached and the friends talked and danced ,top o  the morning to you ,0
25626,at 1159 pm it was time to gather around and count down to the new year together ,after midnight  everybody felt tired and giddy ,1
25627,at 1159 pm it was time to gather around and count down to the new year together ,the speakers were glad to have this chance to speak all their students ,0
25628,after midnight  everybody felt tired and giddy ,the year 2000 was off to a good start ,1
25629,after midnight  everybody felt tired and giddy ,visiting a local flea market for the fish ,0
25630,i hired a violin player for the wedding ,the children were having a great time ,1
25631,i hired a violin player for the wedding ,the whole family met at their favorite restaurant ,0
25632,the children were having a great time ,they threw flowers everywhere ,1
25633,the children were having a great time ,the local bazaar opened today complete with yummy seafood ,0
25634,they threw flowers everywhere ,there were many beautiful trees ,1
25635,they threw flowers everywhere ,this monument is huge ,0
25636,there were many beautiful trees ,i made sure to plant some flowers nearby ,1
25637,there were many beautiful trees ,i am so excited to try out my new camera ,0
25638,to celebrate graduating kindergarten the family went out to eat ,the boys got there favorite foods ,1
25639,to celebrate graduating kindergarten the family went out to eat ,this is the newest night club in town ,0
25640,the boys got there favorite foods ,the couple took a picture ,1
25641,the boys got there favorite foods , male  and  female  are sitting on top of the fridge at the party ,0
25642,the couple took a picture ,the kids took pictures together ,1
25643,the couple took a picture ,josh was getting married after 10 year of having the same girlfriend ,0
25644,the kids took pictures together ,one was serious ,1
25645,the kids took pictures together ,the atv race was a tough one ,0
25646,it was exciting to have our first ticket for the championship ,we even got a glimpse of the team as they were walking towards the arena ,1
25647,it was exciting to have our first ticket for the championship ,the restaurant was full of people waiting to eat great tasting food ,0
25648,we even got a glimpse of the team as they were walking towards the arena ,before the game the team members gathered in front of the locker rooms ,1
25649,we even got a glimpse of the team as they were walking towards the arena ,two boys pose for the camera like cool dudes ,0
25650,before the game the team members gathered in front of the locker rooms ,on the court  the captain of each team shook hands ,1
25651,before the game the team members gathered in front of the locker rooms ,i am a professional photographer hired to take graduating photos ,0
25652,on the court  the captain of each team shook hands ,it was a great game  with the home team maintaining their wins ,1
25653,on the court  the captain of each team shook hands ,the awards have arrived for the ceremony ,0
25654,i went with a native to visit the living conditions of a group of people not far from me in this beautiful country i  m visiting ,they  ve set up camp near the fields they are working ,1
25655,i went with a native to visit the living conditions of a group of people not far from me in this beautiful country i  m visiting ,carnival is a wonderful celebration in location ,0
25656,they  ve set up camp near the fields they are working ,they have built a central meeting place ,1
25657,they  ve set up camp near the fields they are working ,there was a good variety of costumes at this halloween party ,0
25658,they have built a central meeting place ,i  m amazed at how social and close this group of people are ,1
25659,they have built a central meeting place ,the man is on a tour of this landmark site ,0
25660,i  m amazed at how social and close this group of people are ,the work they do is so hard ,1
25661,i  m amazed at how social and close this group of people are , female   female  and  female  pose before the marathon that  female   female  is running ,0
25662,last weekend we were in the park taking pictures of all the flowers we could find ,there were so many in different shapes and colors ,1
25663,last weekend we were in the park taking pictures of all the flowers we could find ,we were al waiting at the high school for my brother s performance ,0
25664,there were so many in different shapes and colors ,suddenly there was a lot of noise behind us and then w saw that a street performance was occurring ,1
25665,there were so many in different shapes and colors ,i  m going to sit back and wait for the fireworks display ,0
25666,suddenly there was a lot of noise behind us and then w saw that a street performance was occurring ,we went over to watch some of the talented performers ,1
25667,suddenly there was a lot of noise behind us and then w saw that a street performance was occurring ,it s  female  s christening day ,0
25668,we went over to watch some of the talented performers ,it was a great way to end the day ,1
25669,we went over to watch some of the talented performers ,a lovely calm lake  great scenery and wonderful to relax by ,0
25670,we went on a nature hike today ,there were many beautiful things around the forest ,1
25671,we went on a nature hike today ,i sat down today to document my life ,0
25672,there were many beautiful things around the forest ,we even got to see some wildlife ,1
25673,there were many beautiful things around the forest ,i start my day with my dog  petey ,0
25674,we even got to see some wildlife ,we took many pictures of all the plants ,1
25675,we even got to see some wildlife ,my cousin got married last year ,0
25676,we took many pictures of all the plants ,we had a great time and got so many great pictures ,1
25677,we took many pictures of all the plants ,the annual homecoming celebration at the local high school went really well ,0
25678,the protest was well under way ,and many people brought out signs to protest ,1
25679,the protest was well under way ,i invited my entire family to dinner tonight ,0
25680,and many people brought out signs to protest ,people were wearing their home flags ,1
25681,and many people brought out signs to protest ,the graduates were shown a movie about global warming ,0
25682,people were wearing their home flags ,many women also came out to protest ,1
25683,people were wearing their home flags ,the group continued to practice for the horse show later on in the evening ,0
25684,many women also came out to protest ,there was a speaker with a microphone who talked to the protesters ,1
25685,many women also came out to protest ,this year s 4th of july celebration was spectacular ,0
25686,i went to my graduation ceremony yesterday ,there were a lot of students graduating ,1
25687,i went to my graduation ceremony yesterday ,all kind of family came for the celebration ,0
25688,there were a lot of students graduating ,we were all very happy to finally be done with school ,1
25689,there were a lot of students graduating ,exploring under the highways exposed a barren side of the land ,0
25690,we were all very happy to finally be done with school ,i was very happy to receive my diploma ,1
25691,we were all very happy to finally be done with school ,the dagger of power was shorn upon the grey and black plaid clothe ,0
25692,i was very happy to receive my diploma ,my entire family came out to support me ,1
25693,i was very happy to receive my diploma ,walking from his car   male  was excited to finally graduate ,0
25694,many people gathered to watch the firework celebration ,the fireworks came in a wide variety of colors ,1
25695,many people gathered to watch the firework celebration ,they filled the street and the bridge overhead ,0
25696,the fireworks came in a wide variety of colors ,there were green fireworks ,1
25697,the fireworks came in a wide variety of colors ,in our vacation to location location city we got on a subway for the first time ,0
25698,there were green fireworks ,there were also orange fireworks ,1
25699,there were green fireworks ,he loved his boat and spending time on the water ,0
25700,there were also orange fireworks ,at the end of the show they launched many fireworks all at once ,1
25701,there were also orange fireworks ,today we are celebrating are love for each other  so we went out to eat ,0
25702,today we went to our friend krystle jozens 18th birthday party ,everything started calmly enough with a little light music and lunch ,1
25703,today we went to our friend krystle jozens 18th birthday party ,so  we arrived at the party  fashionably late of course ,0
25704,everything started calmly enough with a little light music and lunch ,we moved on to making home made ice cream ,1
25705,everything started calmly enough with a little light music and lunch ,it s halloween and all the kids are dressed up ,0
25706,we moved on to making home made ice cream ,as you can see it was a hot day ,1
25707,we moved on to making home made ice cream ,i had a great time at the business meeting today ,0
25708,as you can see it was a hot day ,as the evening went on we played games and won prizes ,1
25709,as you can see it was a hot day ,the couple decided to have a nice night out ,0
25710,as the evening went on we played games and won prizes ,the birthday boy was dressed up as smurfette and pictures were posted to facebook ,1
25711,as the evening went on we played games and won prizes ,for as long as i can remember  i  ve always known that i would get married by the sea  and that my best friend in the world  sparky  would be in the front row cheering me on ,0
25712,the birthday boy was dressed up as smurfette and pictures were posted to facebook ,we had a blast at the party and have pictures and memories to prove it ,1
25713,the birthday boy was dressed up as smurfette and pictures were posted to facebook ,invitation to the fangoria event ,0
25714,they arrived at the park and were finally able to see the caverns ,they entered the cave and were immediately amazed ,1
25715,they arrived at the park and were finally able to see the caverns ,we waited as the theatre filled ,0
25716,they entered the cave and were immediately amazed ,the glimmering caverns were beautiful ,1
25717,they entered the cave and were immediately amazed ,we arrived at the event everyone was talking about the events plans some people were wearing silly masks they were lots of people attending and even more showed up ,0
25718,the glimmering caverns were beautiful ,and  they also appeared to be very dangerous ,1
25719,the glimmering caverns were beautiful ,we invited some people over for a barbeque today ,0
25720,and  they also appeared to be very dangerous ,and  it appeared they saw a bat  and  female  was deathly afraid of bats and she quickly left the cave ,1
25721,and  they also appeared to be very dangerous ,there were people around and they showed the boys things ,0
25722,we met a lot of good people on our visit to the pier ,we saw old style ships with tall masts ,1
25723,we met a lot of good people on our visit to the pier ,the tree cutter went to work ,0
25724,we saw old style ships with tall masts ,some flew many flags that waved against the dusky sky ,1
25725,we saw old style ships with tall masts ,i had to finish the construction project as fast as possible ,0
25726,some flew many flags that waved against the dusky sky ,they were held in place by a simple rope ,1
25727,some flew many flags that waved against the dusky sky ,surely a  male  catholic church with that architecture ,0
25728,they were held in place by a simple rope ,there were many different kinds of boats and ships for us to see ,1
25729,they were held in place by a simple rope ,the night was young  but the group was ready for their meeting ,0
25730,here are the pictures from my wedding ,it was a perfect day ,1
25731,here are the pictures from my wedding ,when flowers are in bloom  it really brings out people to see them ,0
25732,it was a perfect day ,this is my wedding party ,1
25733,it was a perfect day ,what a beautiful picture of an old historic building the statues in the city had so much rich histroy the town was still and quiet the boat ride would bring many people into the city and then the parade started and the city was kicking again,0
25734,this is my wedding party ,i love them al ,1
25735,this is my wedding party ,today i decided to leave the house and go to the farmer s market ,0
25736,i love them al ,here are pictures of our first dance  and groom mother dance ,1
25737,i love them al ,nothing like good old fashioned red  white  and blue cakes to celebrate red  white  and blue day ,0
25738,here are pictures of our first dance  and groom mother dance ,here s is our reception ,1
25739,here are pictures of our first dance  and groom mother dance ,it was a beautiful sunday morning  everyone was walking to church ,0
25740,here s is our reception ,is was so much fun ,1
25741,here s is our reception ,the city is busy with people ,0
25742,is was so much fun ,i will treasure this day forever ,1
25743,is was so much fun ,the guests pose for a picture ,0
25744,i will treasure this day forever ,i love my new husband ,1
25745,i will treasure this day forever ,the teen outreach group went on a hike ,0
25746,i volunteered at our special olympics competition ,there were people competing in tennis ,1
25747,i volunteered at our special olympics competition ,moving into a new house ,0
25748,there were people competing in tennis ,they did great ,1
25749,there were people competing in tennis ,not much has changed in this charming city ,0
25750,they did great ,there was also horseback riding competition  which looked pretty enjoyable ,1
25751,they did great ,a lovely calm lake  great scenery and wonderful to relax by ,0
25752,there was also horseback riding competition  which looked pretty enjoyable ,my favorite was the basketball game ,1
25753,there was also horseback riding competition  which looked pretty enjoyable , female  and  female  love to hang out together ,0
25754,my favorite was the basketball game ,those guys work hard out there on the court ,1
25755,my favorite was the basketball game ,look at these awesome cars ,0
25756,this woman is about to get her first henna tattoo ,first her arm is cleaned so the henna will adhere ,1
25757,this woman is about to get her first henna tattoo ,the couple held a party  everyone was invited ,0
25758,first her arm is cleaned so the henna will adhere ,the artist begins with the basic structure of the tattoo ,1
25759,first her arm is cleaned so the henna will adhere ,what a beautiful picture of an old historic building the statues in the city had so much rich histroy the town was still and quiet the boat ride would bring many people into the city and then the parade started and the city was kicking again,0
25760,the artist begins with the basic structure of the tattoo ,then  she goes back through and adds details ,1
25761,the artist begins with the basic structure of the tattoo ,a group of friends are getting together for a few drinks ,0
25762,then  she goes back through and adds details ,the tattoo is finished ,1
25763,then  she goes back through and adds details ,the crowd arrived for the conference ,0
25764, male  and  male  are dressed up for some halloween fun , male  is going as organization organization ,1
25765, male  and  male  are dressed up for some halloween fun ,we had a very nice table to sit at for our meal ,0
25766, male  is going as organization organization , male  is going as a fire chief ,1
25767, male  is going as organization organization ,they walked by the dirty looking river ,0
25768, male  is going as a fire chief ,mark was trying to figure out what this hole was for in the pumpkin decoration ,1
25769, male  is going as a fire chief ,it was halloween night  and the family decided to trick  or  treat together ,0
25770,mark was trying to figure out what this hole was for in the pumpkin decoration ,the two boys had a great time trick or treating and hauled in lots of candy for mom and dad to check out ,1
25771,mark was trying to figure out what this hole was for in the pumpkin decoration ,we had a great meal today ,0
25772,everyone was excited to be going on vacation ,we stopped at a memorial and spent our time reading about the history of it ,1
25773,everyone was excited to be going on vacation ,local tornado map is not looking good ,0
25774,we stopped at a memorial and spent our time reading about the history of it ,it was fourth of july that day  we were proud to be americans ,1
25775,we stopped at a memorial and spent our time reading about the history of it ,the posters showed many things including a balloon and a ship and a guy in a canoe ,0
25776,it was fourth of july that day  we were proud to be americans ,we decided to go on a diving trip  it seemed exciting ,1
25777,it was fourth of july that day  we were proud to be americans ,dad  ready for the game  his face when i told him it was cancelled ,0
25778,we decided to go on a diving trip  it seemed exciting ,we spent the rest of the day on the water  it was a great day ,1
25779,we decided to go on a diving trip  it seemed exciting ,the college students gathered for a party ,0
25780,the daughter s favorite character is displayed on a balloon ,gifts and bags are given to show appreciation for the girl ,1
25781,the daughter s favorite character is displayed on a balloon ,the guitars were setup before the start of the concert ,0
25782,gifts and bags are given to show appreciation for the girl ,the family wanted the girl to also have an appetite with these delicious cookies ,1
25783,gifts and bags are given to show appreciation for the girl ,two young girls are dancing in the pavilion ,0
25784,the family wanted the girl to also have an appetite with these delicious cookies ,a moment with the father and daughter commemorates the happiness of the occasion ,1
25785,the family wanted the girl to also have an appetite with these delicious cookies ,i went out for a hike out in the hills this morning while it was foggy ,0
25786,a moment with the father and daughter commemorates the happiness of the occasion ,lastly  here is the invitation card that was given out to the invited guests ,1
25787,a moment with the father and daughter commemorates the happiness of the occasion ,some friends got together for a house party ,0
25788,a pride parade occurred in my hometown ,hundreds of people made their voices heard ,1
25789,a pride parade occurred in my hometown ,it s the holiday season ,0
25790,hundreds of people made their voices heard ,kalene interviewed a lot of people that day ,1
25791,hundreds of people made their voices heard ,today was the day ,0
25792,kalene interviewed a lot of people that day ,there were inexpensive banners being held up ,1
25793,kalene interviewed a lot of people that day ,this year i went home to spend mother s day with mom and grandma ,0
25794,there were inexpensive banners being held up ,a lot of creativity went into the parade pride signs ,1
25795,there were inexpensive banners being held up ,there were several plates to choose from ,0
25796,we went to a airplane museum ,there were all kinds of old airplanes on display ,1
25797,we went to a airplane museum ,the catering was well done ,0
25798,there were all kinds of old airplanes on display ,we saw an old fashioned pilot uniform ,1
25799,there were all kinds of old airplanes on display ,we took the kids out to she the muppetsfor there were a lot of people there ,0
25800,we saw an old fashioned pilot uniform ,this one was the son s favorite ,1
25801,we saw an old fashioned pilot uniform ,at  male  s party  lots of folks hung out in the back yard playing catch ,0
25802,this one was the son s favorite ,the trip to the museum was a fun trip for all ,1
25803,this one was the son s favorite ,it was  male  s birthday so they took him out to a club ,0
25804,our day started by visiting a new museum , female  played with a bouncy ball to work her dexterity skills ,1
25805,our day started by visiting a new museum ,my name is jojo jones ,0
25806, female  played with a bouncy ball to work her dexterity skills ,location location hosts many good markets ,1
25807, female  played with a bouncy ball to work her dexterity skills ,there was a cube in the cemetery ,0
25808,location location hosts many good markets ,the street is devoid of cars and all is quiet ,1
25809,location location hosts many good markets ,the friends got together to have a movies night ,0
25810,the street is devoid of cars and all is quiet ,the embassy features steel spikes so no one breaks in ,1
25811,the street is devoid of cars and all is quiet ,this area is full of beautiful architecture ,0
25812,two friends   male  and wang  decide that they want to take a trip to location to explore their heritage ,their friends decide to throw them a goodbye party and one friend made them a special desert ,1
25813,two friends   male  and wang  decide that they want to take a trip to location to explore their heritage ,we stopped at a carnival on the way to the vacation house when we got there i took this photo of the front here we all are heading to check in after check in we walked up the steps to our room i took this photo after dinner the first night,0
25814,their friends decide to throw them a goodbye party and one friend made them a special desert ,many friends show up to their goodbye party ,1
25815,their friends decide to throw them a goodbye party and one friend made them a special desert ,my friends have a great sense of humor ,0
25816,many friends show up to their goodbye party , male  decides he should be the one to cut the cake ,1
25817,many friends show up to their goodbye party ,this lady is one of the faces of the palestinian demonstration ,0
25818, male  decides he should be the one to cut the cake ,all the friends enjoy the cake that was made and wish  male  and wang a safe trip ,1
25819, male  decides he should be the one to cut the cake ,penelope had the cutest smile when i took her photo ,0
25820,we were at the fair at a booth ,me and my friend both had our faces painted ,1
25821,we were at the fair at a booth ,a big crowd showed up for the rally ,0
25822,me and my friend both had our faces painted ,my little sister had a tiger painted on her ,1
25823,me and my friend both had our faces painted ,today we visited a farm ,0
25824,my little sister had a tiger painted on her , male  was sitting in a chair by himself ,1
25825,my little sister had a tiger painted on her ,today me and  male  went on an adventure ,0
25826, male  was sitting in a chair by himself ,he posed with this lady ,1
25827, male  was sitting in a chair by himself ,everyone in attendance was clearly excited ,0
25828,the tree cutter went to work ,the men supervised ,1
25829,the tree cutter went to work ,hanging out with the best friends after a long day ,0
25830,the men supervised ,the tree was getting cut ,1
25831,the men supervised ,the climber could nt believe his luck as he reached the first crest and was met with a dark blue sky contracted against white clouds ,0
25832,the tree was getting cut ,he took the top off ,1
25833,the tree was getting cut ,today our son graduated ,0
25834,he took the top off ,it was a job well done ,1
25835,he took the top off ,the shopping market did not have many people but the cashiers were very happy ,0
25836,paddy oleary contemplates his next pint ,he is so fond of the guinness  that he has it tattooed on his face ,1
25837,paddy oleary contemplates his next pint ,there was a charity walk  a  thon last night ,0
25838,he is so fond of the guinness  that he has it tattooed on his face ,down another one  paddy oleary ,1
25839,he is so fond of the guinness  that he has it tattooed on his face ,today is the annual scottish pride parade in the city ,0
25840,down another one  paddy oleary ,paddy makes interesting decisions when he has been drinking ,1
25841,down another one  paddy oleary ,these were some pictures i took on my trip skiing last winter ,0
25842,paddy makes interesting decisions when he has been drinking ,paddy looks festive in the guinness crown ,1
25843,paddy makes interesting decisions when he has been drinking ,i went to a little aquatic zoo today ,0
25844,dad and his little girl were so cute today ,my sister held this little guy for a while  she really enjoyed being around children ,1
25845,dad and his little girl were so cute today ,repairs and renovations were needed for the rv ,0
25846,my sister held this little guy for a while  she really enjoyed being around children ,here s dad with some of the lovely ladies from the party ,1
25847,my sister held this little guy for a while  she really enjoyed being around children ,the group of friends arrived early in the morning to relay race ,0
25848,here s dad with some of the lovely ladies from the party ,we ate so much  it was so good  would highly recommend ,1
25849,here s dad with some of the lovely ladies from the party ,the kids dream is to get a phd  this one is to reach their highest potential  this one wants to climb a rock wall ,0
25850,we ate so much  it was so good  would highly recommend ,it was so fun  i really enjoyed being with everyone  i took this picture before i left ,1
25851,we ate so much  it was so good  would highly recommend ,the cat sat in the driveway looking sad ,0
25852,we took a trip to the magic kingdom ,organization presents its visitors with a an assortment of flowers ,1
25853,we took a trip to the magic kingdom ,the sun was coming up ,0
25854,organization presents its visitors with a an assortment of flowers ,we went to  male  s restaurant to recharge our energy for the day ,1
25855,organization presents its visitors with a an assortment of flowers ,it was time for the navaro actors yearly guild meeting ,0
25856,we went to  male  s restaurant to recharge our energy for the day ,here are 4 pumpkins that are carved with smirks on their faces ,1
25857,we went to  male  s restaurant to recharge our energy for the day , female  with her cat before the photo shoot with her friends ,0
25858,here are 4 pumpkins that are carved with smirks on their faces ,like the carving on the pumpkin  we had to fly away to our destination ,1
25859,here are 4 pumpkins that are carved with smirks on their faces ,so we had an awesome opportunity presented to us ,0
25860,the crowd starts to gather as the race cars start to pull up and prepare for the race ,the race is about to start and the cars are lining up while the crowd cheers ,1
25861,the crowd starts to gather as the race cars start to pull up and prepare for the race ,we took a trip to a historical dental museum ,0
25862,the race is about to start and the cars are lining up while the crowd cheers ,the cheerios car is off to a good start ,1
25863,the race is about to start and the cars are lining up while the crowd cheers ,we moved offices earlier this week ,0
25864,the cheerios car is off to a good start ,the bud car has pulled ahead of the cheerios car and is in the lead ,1
25865,the cheerios car is off to a good start ,our october trip to organization organization in location ,0
25866,the bud car has pulled ahead of the cheerios car and is in the lead ,it is the final lap and the lowe s car is in the lead  the crowd goes wide ,1
25867,the bud car has pulled ahead of the cheerios car and is in the lead ,i love our new house ,0
25868,today was my niece s birthday so we went over to celebrate ,my niece had some of her favorite food to eat  including fruits ,1
25869,today was my niece s birthday so we went over to celebrate ,this is an old cemetery in location ,0
25870,my niece had some of her favorite food to eat  including fruits ,she went to play on her new swing set after eating ,1
25871,my niece had some of her favorite food to eat  including fruits , male  and  male  met up for a crazy night on the town ,0
25872,she went to play on her new swing set after eating ,the adults sat in their lawn chairs supervising the children ,1
25873,she went to play on her new swing set after eating ,after finals  we all got together for a party ,0
25874,the adults sat in their lawn chairs supervising the children ,my nephew happily kept my uncle company ,1
25875,the adults sat in their lawn chairs supervising the children ,i went to visit the capitol the other day ,0
25876,halloween is just another day at the office for some people ,for some people halloween is a chance to wear that kung foo suit that has been in the back of the closet for too long ,1
25877,halloween is just another day at the office for some people ,we were al waiting at the high school for my brother s performance ,0
25878,for some people halloween is a chance to wear that kung foo suit that has been in the back of the closet for too long ,it is more fun to take calls at your desk when you are a cat ,1
25879,for some people halloween is a chance to wear that kung foo suit that has been in the back of the closet for too long ,i showed up at the party in my fancy costume ,0
25880,it is more fun to take calls at your desk when you are a cat ,let s all pose with this skinny fellow ,1
25881,it is more fun to take calls at your desk when you are a cat ,the cafe was crowded ,0
25882,let s all pose with this skinny fellow ,the office girls are looking good ,1
25883,let s all pose with this skinny fellow , male  is a bee keeper ,0
25884,the office girls are looking good ,i want to be a cowgirl ,1
25885,the office girls are looking good , male  makes his deliveries to the local market ,0
25886,i want to be a cowgirl ,happy halloween ,1
25887,i want to be a cowgirl ,the posters showed many things including a balloon and a ship and a guy in a canoe ,0
25888,got my latest copy of organization organization ,i know how to read asian this magazine is filled with lots of colorful anime ,1
25889,got my latest copy of organization organization ,today we are going on a little hike ,0
25890,i know how to read asian this magazine is filled with lots of colorful anime ,i love getting these ,1
25891,i know how to read asian this magazine is filled with lots of colorful anime ,it was crowded at the wrestling match ,0
25892,i love getting these ,this issue shows alot of tranformers ,1
25893,i love getting these ,paddy oleary contemplates his next pint ,0
25894,this issue shows alot of tranformers ,we re going to see this movie soon ,1
25895,this issue shows alot of tranformers ,the mom and dad are so proud of their daughter ,0
25896,we re going to see this movie soon ,all are headed toward the sunset ,1
25897,we re going to see this movie soon ,i just moved into town and i am looking for a house ,0
25898,all are headed toward the sunset ,where they ll battle ,1
25899,all are headed toward the sunset ,it was the day for  male  and  female  to tie the knot ,0
25900,the ambassadors funeral had was a grand scene  many people turned out for his final farewell ,among the many people was his daughter  you could visually tell it took a lot of strength to see her father pass ,1
25901,the ambassadors funeral had was a grand scene  many people turned out for his final farewell ,one day he was driving down the street while a parade was happening ,0
25902,among the many people was his daughter  you could visually tell it took a lot of strength to see her father pass ,after the viewing the wake was to be held at a local military establishment ,1
25903,among the many people was his daughter  you could visually tell it took a lot of strength to see her father pass ,this woman is about to get her first henna tattoo ,0
25904,after the viewing the wake was to be held at a local military establishment ,the guests were met by the services members with honor ,1
25905,after the viewing the wake was to be held at a local military establishment ,they went to location location on a trip ,0
25906,the guests were met by the services members with honor ,many people had questions for the ambassadors replacement however  he politely declined each saying that  it is not the time for these questions  after the wake the ambassadors replacement met with the prime minister for a quick public photo shoot ,1
25907,the guests were met by the services members with honor ,it was graduation time for students ,0
25908,the bride and groom share a kiss after the wedding ,the groomsmen and bridesmaids pose together for a wedding picture ,1
25909,the bride and groom share a kiss after the wedding ,there is music being played tonight ,0
25910,the groomsmen and bridesmaids pose together for a wedding picture ,the bride and the bridesmaids then take their own photo ,1
25911,the groomsmen and bridesmaids pose together for a wedding picture ,that is the location location sky line at the point of my middle finger ,0
25912,the bride and the bridesmaids then take their own photo ,the happy couple takes pictures at sunset to show their love ,1
25913,the bride and the bridesmaids then take their own photo ,all of my friends were at my apartment last night ,0
25914,the happy couple takes pictures at sunset to show their love ,there is a collage made of the wedding photos ,1
25915,the happy couple takes pictures at sunset to show their love , male  could nt wait to get to work to show everyone his costume ,0
25916,teaching the next generation to be growing artists is an important job ,that does nt mean it is nt a fun one though ,1
25917,teaching the next generation to be growing artists is an important job ,we are making our own table pieces for my wedding ,0
25918,that does nt mean it is nt a fun one though ,today we re working on hand painting ,1
25919,that does nt mean it is nt a fun one though ,our whole team was excited to arrive at the big conference about sport protective gear ,0
25920,today we re working on hand painting ,that literally means using hands to apply the paint ,1
25921,today we re working on hand painting ,a car showed up to my street and the party started from there ,0
25922,that literally means using hands to apply the paint ,they always find that a lot of fun  and it makes marvelous art for their homes ,1
25923,that literally means using hands to apply the paint ,we practiced for our figure skating performance this week ,0
25924,today is graduation day ,everyone is getting ready to make sure they look their best today ,1
25925,today is graduation day ,a crowded city street that is close to the market ,0
25926,everyone is getting ready to make sure they look their best today ,all of my friends are excited to be graduating today ,1
