,sentences1,sentences2,is_similar
22210,two friends   and wang decide they want to take a trip to location explore their heritage,all kind of family came for the celebration,0
22211,their friends decide to throw them a goodbye party,friends show up to their goodbye party,1
22212,their friends decide to throw them a goodbye party,i had a lot of work,0
22213,friends show up to their goodbye party,the one to cut the cake,1
22214,friends show up to their goodbye party,the fireworks started,0
22215,the one to cut the cake,the friends enjoy the cake that was made and wish  and wang a safe trip,1
22216,the one to cut the cake,the family had a party,0
22217,we,me had our faces painted,1
22218,we,a courtyard had a lawn,0
22219,me had our faces painted,my little sister had a tiger painted,1
22220,me had our faces painted,is the spread of food,0
22221,my little sister had a tiger painted, was sitting in a,1
22222,my little sister had a tiger painted,there were a lot of men,0
22223, was sitting in a,he posed with this lady,1
22224, was sitting in a,they decided to have a halloween party with some games,0
22225,the tree cutter went to work,the men supervised,1
22226,the tree cutter went to work,it was field day,0
22227,the men supervised,the tree was getting cut,1
22228,the men supervised,family decided to go to the city park,0
22229,the tree was getting cut,he took the top,1
22230,the tree was getting cut,a crowd,0
22231,he took the top,it was a job well done,1
22232,he took the top,doll was feeling sad,0
22233,paddy oleary contemplates his next pint,he tattooed on his face,1
22234,paddy oleary contemplates his next pint,people turned out for his farewell,0
22235,he tattooed on his face,paddy,1
22236,he tattooed on his face,the couple took a picture of church,0
22237,paddy,paddy makes decisions he,1
22238,paddy,we hiked out to the nearby lake,0
22239,paddy makes decisions he,paddy looks festive,1
22240,paddy makes decisions he,photographed an band,0
22241,dad were so cute,my sister held guy for a while she enjoyed,1
22242,dad were so cute,i got on the horse with my friend,0
22243,my sister held guy for a while she enjoyed,s dad with some of the lovely ladies,1
22244,my sister held guy for a while she enjoyed,my journey started with this scaffolding,0
22245,s dad with some of the lovely ladies,we ate would recommend,1
22246,we ate would recommend,it i really i took before i left,1
22247,we took a trip to the magic kingdom,organization presents its visitors with a an assortment of flowers,1
22248,we took a trip to the magic kingdom,one day female was craving some food from,0
22249,organization presents its visitors with a an assortment of flowers,we went s restaurant our energy for the day,1
22250,organization presents its visitors with a an assortment of flowers,we visited the zoo,0
22251,we went s restaurant our energy for the day,4 pumpkins are carved with smirks on their faces,1
22252,we went s restaurant our energy for the day,this man was making a spear using traditional methods,0
22253,4 pumpkins are carved with smirks on their faces,we had to fly away to our destination,1
22254,4 pumpkins are carved with smirks on their faces,the tomy featured pages of wonderful toys,0
22255,the crowd starts to gather,the race is about to start are lining,1
22256,the crowd starts to gather,we had to location,0
22257,the race is about to start are lining,the car is off to a good start,1
22258,the race is about to start are lining,were the,0
22259,the car is off to a good start,the bud car has pulled ahead of the cheerios car,1
22260,the car is off to a good start,onlookers gathered on the sides for the parade,0
22261,the bud car has pulled ahead of the cheerios car,it is the final lap is in the lead,1
22262,the bud car has pulled ahead of the cheerios car,i bought a new camera,0
22263,today was my niece s birthday so we went,my niece had some of her favorite food to eat,1
22264,today was my niece s birthday so we went,we visited this church downtown,0
22265,my niece had some of her favorite food to eat,she went to play on swing set after eating,1
22266,my niece had some of her favorite food to eat,i got the opportunity to take a tour of a century church,0
22267,she went to play on swing set after eating,the adults sat in their lawn chairs,1
22268,she went to play on swing set after eating,everyone is ready to take pictures for this party,0
22269,the adults sat in their lawn chairs,my nephew happily kept my uncle company,1
22270,the adults sat in their lawn chairs,the the party everyone was so excited to see each other,0
22271,halloween is just another day,is a chance to wear that foo suit,1
22272,halloween is just another day,i cleaned my plate,0
22273,is a chance to wear that foo suit,it is more fun to take calls at your desk,1
22274,is a chance to wear that foo suit,everyone had worked  and it was time to our accomplishments,0
22275,it is more fun to take calls at your desk,let s all pose with this fellow,1
22276,it is more fun to take calls at your desk,this is the largest turn out for a baseball game,0
22277,let s all pose with this fellow,the office girls are looking good,1
22278,let s all pose with this fellow,today was the day,0
22279,the office girls are looking good,i want to be a,1
22280,the office girls are looking good,i to travel this is amazing so much to,0
22281,i want to be a,happy,1
22282,i want to be a,the weather has,0
22283,got my copy of organization organization,this magazine is filled,1
22284,got my copy of organization organization,a great the water was incredible we would go,0
22285,this magazine is filled,i love getting these,1
22286,this magazine is filled,a host is getting ready to have a party,0
22287,i love getting these,this issue shows alot of tranformers,1
22288,i love getting these,we near the church,0
22289,this issue shows alot of tranformers,re going to see this,1
22290,this issue shows alot of tranformers,this is my brother,0
22291,re going to see this,are headed toward the sunset,1
22292,re going to see this,christmas time in our front yard,0
22293,people turned out for his farewell,a strength,1
22294,people turned out for his farewell,cmon,0
22295,a strength,was to be held at a military establishment,1
22296,a strength,we were waiting for the surprise of the night,0
22297,was to be held at a military establishment,the guests were met by the services members,1
22298,was to be held at a military establishment,the family got to early to start decorating for the big day,0
22299,the guests were met by the services members,people had for the ambassadors,1
22300,the guests were met by the services members,the weather did nt look great with my,0
22301,the bride share a kiss the wedding,the groomsmen and bridesmaids pose together for a wedding picture,1
22302,the bride share a kiss the wedding,man dancing to the ground,0
22303,the groomsmen and bridesmaids pose together for a wedding picture,the bride take their photo,1
22304,the groomsmen and bridesmaids pose together for a wedding picture,this is a picture of fireworks,0
22305,the bride take their photo,the happy couple takes pictures at sunset,1
22306,the bride take their photo,we picked to get a new healthcare for our state,0
22307,the happy couple takes pictures at sunset,there is a collage made of the wedding photos,1
22308,the happy couple takes pictures at sunset,halloween at work was fun,0
22309,teaching the next generation to be is an important job,that it is nt a fun one,1
22310,teaching the next generation to be is an important job,the bike ride brought enthusiasts together,0
22311,that it is nt a fun one,we re working on painting,1
22312,that it is nt a fun one,visit lodge,0
22313,we re working on painting,that means using to apply the paint,1
22314,we re working on painting,this is a picture,0
22315,that means using to apply the paint,they find that a lot of fun,1
22316,that means using to apply the paint,was the night of our big school dance,0
22317,today is graduation,everyone is getting ready to make sure they look their best,1
22318,today is graduation,the guests met up,0
22319,everyone is getting ready to make sure they look their best,all are excited to be graduating today,1
22320,everyone is getting ready to make sure they look their best,the mom had dressed her kids in cute costumes,0
22321,all are excited to be graduating today,there were people,1
22322,all are excited to be graduating today,every was gathering before game,0
22323,there were people,i was so happy to have made,1
22324,there were people,i moved into town,0
22325,i was so happy to have made,i owe all to my family,1
22326,i was so happy to have made,here at a small town,0
22327,my friends were able to coax into attending their halloween party,dinosaurs are kind of played out,1
22328,my friends were able to coax into attending their halloween party,way to aunt birthday,0
22329,dinosaurs are kind of played out,i ran into my ex and his new girlfriend,1
22330,dinosaurs are kind of played out,at the soccer,0
22331,somebody elected to ignore the adults,i did see my college roommate,1
22332,somebody elected to ignore the adults,this is how you normally picture an indian wedding,0
22333,i did see my college roommate,she did have a preference for skimpier costumes,1
22334,i did see my college roommate,the family has the baby,0
22335,had,lots came,1
22336,had,year we,0
22337,lots came,everyone was getting ready,1
22338,lots came,i was the vip,0
22339,uncle prepared a,male s son was distracted by the baseball game on the tv,1
22340,uncle prepared a,my friends and i decided to go out and celebrate pride day,0
22341,male s son was distracted by the baseball game on the tv,one was homemade chicken broth with dumplings,1
22342,male s son was distracted by the baseball game on the tv,weekend was home coming,0
22343,one was homemade chicken broth with dumplings,the plate of dessert treats disappeared,1
22344,one was homemade chicken broth with dumplings,everyone is enjoying the party,0
22345,the plate of dessert treats disappeared,the family gathered together on the couch,1
22346,the plate of dessert treats disappeared,we moved to our new home,0
22347,people crowded around to watch the parade,one float  caught everyone s,1
22348,people crowded around to watch the parade,the crowd,0
22349,one float  caught everyone s,what was going on and to take pictures,1
22350,one float  caught everyone s,we had fun our to the,0
22351,what was going on and to take pictures,people had to start to get a look,1
22352,the party was,everyone was having a lot of fun,1
22353,the party was,the woman was felling awful,0
22354,everyone was having a lot of fun,some people even danced,1
22355,everyone was having a lot of fun,i,0
22356,a couple poses for a picture with balloons,a burst of fireworks,1
22357,a couple poses for a picture with balloons,you will meet a in bed,0
22358,a burst of fireworks,a person is a holding a face balloon,1
22359,a burst of fireworks,the streets are very disorganized,0
22360,a person is a holding a face balloon,a bouquet of flowers grows beside the walk,1
22361,a person is a holding a face balloon,guests arrive for the costume party,0
22362,a bouquet of flowers grows beside the walk,a concert takes place in the background,1
22363,a bouquet of flowers grows beside the walk,i ate lot of food,0
22364,the wedding was beautiful,everyone had come to show their support,1
22365,the wedding was beautiful,i m looking forward to the prom,0
22366,everyone had come to show their support,the couple was very happy to be getting married,1
22367,everyone had come to show their support,to saw exotic flowers and gardens,0
22368,the couple was very happy to be getting married,they had been waiting for for a time,1
22369,the couple was very happy to be getting married,the area is being cautioned off,0
22370,they had been waiting for for a time,everyone had a,1
22371,they had been waiting for for a time,the children were all dressed up and ready to go trick a,0
22372,the group decided to go out on a hot day,they wanted to work out park,1
22373,the group decided to go out on a hot day,it was time for the halloween party,0
22374,they wanted to work out park,both of the girls were fans of working out,1
22375,they wanted to work out park,this house s have a party,0
22376,both of the girls were fans of working out,they decided to have at a nearby park as,1
22377,both of the girls were fans of working out,i love our new house,0
22378,they decided to have at a nearby park as,the friends had a lot of fun,1
22379,they decided to have at a nearby park as,there was a rally,0
22380,the friends had a lot of fun,they got to spend some intimate time together,1
22381,the friends had a lot of fun,it did not seem to matter if the children them on the playground,0
22382,they got to spend some intimate time together,the stretching exercising and yoga,1
22383,they got to spend some intimate time together,two players were plating a game,0
22384,the stretching exercising and yoga,it was relaxing and fun,1
22385,the stretching exercising and yoga,a view,0
22386,it was relaxing and fun,exercises gave a good workout,1
22387,it was relaxing and fun,everybody arrived on time for the walk event,0
22388,exercises gave a good workout,it was a,1
22389,exercises gave a good workout,it was halloween costume day,0
22390,i had a time waiting for the bus,we took a lot of pictures,1
22391,i had a time waiting for the bus,we got to take a large family photo,0
22392,we made a collage,when my mom showed up we went,1
22393,we made a collage,the ceremony was held in a vintage church,0
22394,this is a picture of a road,this is a picture of a bridge,1
22395,this is a picture of a road,our company has a central monitoring system,0
22396,this is a picture of a bridge,this is a picture of a building,1
22397,this is a picture of a bridge,a get together  everyone s so happy,0
22398,this is a picture of a building,this is a picture of a day,1
22399,this is a picture of a building,friends  family,0
22400,this is a picture of a day,this is a picture of a dark room,1
22401,this is a picture of a day,the home team was ready,0
22402,we drove our car,the bridge was a long ride,1
22403,the bridge was a long ride,the roof was very well made,1
22404,the bridge was a long ride,we thought we arrived early for the big book debut,0
22405,the roof was very well made,monument was the grandest i have ever seen,1
22406,the roof was very well made,i went and had some lobster,0
22407,monument was the grandest i have ever seen,we got there,1
22408,monument was the grandest i have ever seen,my buddy and i are going to a beer festival,0
22409,the bridal maids gather for a picture,the couple togther,1
22410,the bridal maids gather for a picture,shopping in requires a bit of a commute,0
22411,the couple togther,the dance party starts,1
22412,the couple togther,this was the wedding chapel today s,0
22413,the dance party starts,what a,1
22414,the dance party starts,it had snowed the,0
22415,i had a time at the race,all came to show their support,1
22416,i had a time at the race,football what is more,0
22417,all came to show their support,was a long bus ride to the race,1
22418,all came to show their support,the family went to a pumpkin patch,0
22419,was a long bus ride to the race,i but i tried my best,1
22420,was a long bus ride to the race,mom and dad are so proud,0
22421,i but i tried my best,there were a lot of,1
22422,i but i tried my best,are so graduating,0
22423,there were a lot of,i ate some bananas,1
22424,there were a lot of,the organization bus we were,0
22425,today was the day,we met,1
22426,today was the day,a disney,0
22427,looking at monument on out bedroom window,was able to see the capitol,1
22428,was able to see the capitol,to visit the location,1
22429,was able to see the capitol,we had been begging for a great apartment,0
22430,to visit the location,walking through the cemetery,1
22431,to visit the location,i tried to get on the train as fast,0
22432,walking through the cemetery,we at the grave of a fallen soldier,1
22433,walking through the cemetery,drummer was exceptional to,0
22434,nature walks are a good way children,falling water can teach about gravity,1
22435,nature walks are a good way children,the family arrived  ready for,0
22436,falling water can teach about gravity,they can learn from man made structures meant to control water,1
22437,falling water can teach about gravity,we arrived nt by accident,0
22438,they can learn from man made structures meant to control water,a calm body will let them explore wildlife,1
22439,they can learn from man made structures meant to control water,i wonderful,0
22440,a calm body will let them explore wildlife,they can learn about local flora,1
22441,a calm body will let them explore wildlife,a group tours the zoo,0
22442,people gathered to watch luchador wrestling,the crowd was in excitement at the begging,1
22443,people gathered to watch luchador wrestling,two sent a video with funny faces to congratulate on the wedding,0
22444,the crowd was in excitement at the begging,the wrestlers came out to the ring,1
22445,the crowd was in excitement at the begging,this monument is huge,0
22446,the wrestlers came out to the ring,when the match started,1
22447,the wrestlers came out to the ring,went over the weekend,0
22448,when the match started,the matches had a ring girl,1
22449,when the match started,a church was an odd place,0
22450,we decided to throw a house party,first step was to setup the instruments,1
22451,we decided to throw a house party,we took to visit an old abandoned ship,0
22452,first step was to setup the instruments,add some alcohol,1
22453,first step was to setup the instruments,brothers bike riding in the mountain,0
22454,add some alcohol,women showed up to make it a party,1
22455,add some alcohol,the school band was ready for the parade,0
22456,women showed up to make it a party,finally the music started and,1
22457,women showed up to make it a party,i have a brother lives in the swamps,0
22458,the guys sit down to a few beers,she spends some time with the young baby,1
22459,the guys sit down to a few beers,today was  s first day  mum took a picture to remember,0
22460,she spends some time with the young baby,a dog comes to enjoy the day,1
22461,she spends some time with the young baby,many came out to support the program,0
22462,a dog comes to enjoy the day,smelled the delicious crabs being cooked,1
22463,a dog comes to enjoy the day,i enjoy going to the exploratorium workshop,0
22464,the hard workers did not let the rain prevent,they stopped for talk,1
22465,the hard workers did not let the rain prevent,the band was performing tonight,0
22466,they stopped for talk,he is clarifying the order,1
22467,they stopped for talk,we took a trip to a historical dental museum,0
22468,he is clarifying the order,they found for a group picture,1
22469,he is clarifying the order,a group decided to visit the location location,0
22470,they found for a group picture,these guys wanted to snap a quick picture,1
22471,they found for a group picture,the landscape screenshots come,0
22472,the tourist is hungry,he sees the two monkeys,1
22473,the tourist is hungry,our day begins with ride on a water taxi,0
22474,let me catch and cook for you,s your monkey,1
22475,let me catch and cook for you,i like stuff,0
22476,checking out the weather before i do some gardening,weather is cooperating so i bought the supplies,1
22477,checking out the weather before i do some gardening,is,0
22478,weather is cooperating so i bought the supplies,my husband got of photo my,1
22479,weather is cooperating so i bought the supplies,the groom was nervous,0
22480,my husband got of photo my,on we went to a farmers market,1
22481,my husband got of photo my,i rode my bicycle to con,0
22482,on we went to a farmers market,the meal i,1
22483,on we went to a farmers market,for a crab boil,0
22484,this is the hotel lobby stayed at,is i sat on my private plane ride,1
22485,this is the hotel lobby stayed at,halloween parties are the,0
22486,is i sat on my private plane ride,look at the sunset,1
22487,is i sat on my private plane ride,there were alot of great costumes,0
22488,look at the sunset,another shot of the lobby,1
22489,look at the sunset,this is on my way to the altar for my,0
22490,another shot of the lobby,what the seats look like on the plane,1
22491,another shot of the lobby,this place is having their season,0
22492,my sister she is engaged to be married,so our family got together  to throw a welcome to the family dinner,1
22493,my sister she is engaged to be married,we were for the big game,0
22494,wow our family could get,the engaged couple were really,1
22495,wow our family could get,i am teaching a class about technology,0
22496,the engaged couple were really,s to a long happy,1
22497,the engaged couple were really,i needed to get a good picture principle for the,0
22498,is our amp we use,i m getting ready to sing with my friend,1
22499,is our amp we use,when i arrived it,0
22500,i m getting ready to sing with my friend,the band is playing some awesome music,1
22501,i m getting ready to sing with my friend,we the,0
22502,the band is playing some awesome music,is my boyfriend getting a drink,1
22503,the band is playing some awesome music,was adventurous at the party,0
22504,is my boyfriend getting a drink,this is my cat  she is,1
22505,is my boyfriend getting a drink,and i,0
22506,boots  scarves  handbags were the table,sure each tables accessories matched,1
22507,boots  scarves  handbags were the table,it was a chilly day for dressing up,0
22508,sure each tables accessories matched,every woman needed to pay close attention,1
22509,sure each tables accessories matched,a friendly game of pool,0
22510,every woman needed to pay close attention,it was important to pay to the details,1
22511,every woman needed to pay close attention,i got on the horse with my friend,0
22512,it was important to pay to the details,you might as well go find on the pages of organization,1
22513,it was important to pay to the details,i got to go on a mission trip,0
22514,the snow made the building pretty but covered the live plants and the berries,the flowers were hidden,1
22515,the snow made the building pretty but covered the live plants and the berries,what seemed like a boring thing surprise,0
22516,he showed his proposal,stressed the importance of a budget,1
22517,he showed his proposal,we were al waiting at the high school,0
22518,stressed the importance of a budget,everyone took notes,1
22519,stressed the importance of a budget,this is a picture of a soldier,0
22520,two ladies are enjoying the mall,the mall has,1
22521,two ladies are enjoying the mall,the crowd was huge,0
22522,the mall has,the ladies are looking for clothes,1
22523,the mall has,an annual display of horns,0
22524,the ladies are looking for clothes,the ladies get fake tattoos,1
22525,the ladies are looking for clothes,we had been begging for a great apartment,0
22526,the ladies get fake tattoos,the man is trying on glasses,1
22527,the ladies get fake tattoos,we made to,0
22528,the couple exchanging vows,groom putting the band on her finger,1
22529,the couple exchanging vows,a room the has one could think of,0
22530,groom putting the band on her finger,best man giving the groom the rings,1
22531,groom putting the band on her finger,they went,0
22532,best man giving the groom the rings,kids playing piano,1
22533,best man giving the groom the rings,the memorial march took place in the winter,0
22534,kids playing piano,the bride dancing,1
22535,kids playing piano,i got to the it was morning and the runners were almost finished,0
22536,a large wedding is about to take place,a family member carefully prepares the setting,1
22537,a large wedding is about to take place,the family is getting ready for trick,0
22538,a family member carefully prepares the setting,the girls are brought into the room,1
22539,a family member carefully prepares the setting,the registration process was simple,0
22540,the girls are brought into the room,the wedding photographer takes pictures,1
22541,the girls are brought into the room,the cake,0
22542,the wedding photographer takes pictures,the mother of the bride watches around her,1
22543,the wedding photographer takes pictures,this day was full of fun,0
22544,the violin playing was beautiful,the children had a lot of fun,1
22545,the violin playing was beautiful,i walked into the building,0
22546,the children had a lot of fun,looked,1
22547,the children had a lot of fun,were of students ready to graduate,0
22548,looked,the flowers nearby were gorgeous,1
22549,looked,foreigners to experience location s culture,0
22550,the couple got married,four bridesmaids were friends of the bride,1
22551,the couple got married,a,0
22552,four bridesmaids were friends of the bride,guests huddled together to talk about sports,1
22553,four bridesmaids were friends of the bride,we had no,0
22554,guests huddled together to talk about sports,the groom and the bride looked happy,1
22555,guests huddled together to talk about sports,at the protest,0
22556,the groom and the bride looked happy,the ceremony was,1
22557,the groom and the bride looked happy,the reception was beautifully decorated with golds,0
22558,my sister graduated college,graduation was held outdoors,1
22559,my sister graduated college,was the one to take pictures at events and get togethers,0
22560,graduation was held outdoors,my mom and dad was happy to attend,1
22561,graduation was held outdoors,i had a time,0
22562,the stain glass windows were bright,the color of the walls were golden,1
22563,the stain glass windows were bright,was drinking too much that,0
22564,the color of the walls were golden,the sun shone bright into the room,1
22565,the color of the walls were golden,a man and his wife decided to throw a house warming party for the new home,0
22566,the sun shone bright into the room,everything was set up and ready,1
22567,the sun shone bright into the room,the group gathered together to celebrate a wonderful man,0
22568,everything was set up and ready,the sky darken and cast a shadow the back,1
22569,everything was set up and ready,i went and had some lobster,0
22570,saw our favorite team play baseball,they let us come,1
22571,saw our favorite team play baseball,mom was getting ready,0
22572,they let us come,they me throw a pitch,1
22573,they let us come,i put my new camera to the test,0
22574,they me throw a pitch,how the baseball officials worked,1
22575,they me throw a pitch,fireworks lit up the sky,0
22576,how the baseball officials worked,talked to,1
22577,how the baseball officials worked,the mayor announcing the guest speaker,0
22578,jed his having a fun,there is greg sitting on the light,1
22579,jed his having a fun,at the rally,0
22580,there is greg sitting on the light,this is they are expecting a new born baby in 7 months,1
22581,there is greg sitting on the light,i went down to the rally,0
22582,this is they are expecting a new born baby in 7 months,male is getting,1
22583,this is they are expecting a new born baby in 7 months,my friend decided to show off his new warehouse office,0
22584,male is getting,jokes are getting and,1
22585,male is getting,the host of the party took a picture of himself,0
22586,the graduates are crammed in the room,the president gave the speech,1
22587,the graduates are crammed in the room,a snow storm move,0
22588,the president gave the speech,the girls were so happy to be done,1
22589,the president gave the speech,a tourist takes a picture of sunflowers entering the shop,0
22590,the girls were so happy to be done,she was,1
22591,the girls were so happy to be done,the family poses on the entryway for halloween pictures,0
22592,she was,she got a photo,1
22593,she was,i ca nt wait to be married to the love of my life,0
22594,there was a great turn out at the protest,the group spend thier time showing posters of what they felt,1
22595,there was a great turn out at the protest,we see,0
22596,the group spend thier time showing posters of what they felt,black asian men and women coming together for one known cause,1
22597,the group spend thier time showing posters of what they felt,the audience watches,0
22598,black asian men and women coming together for one known cause,the we they spend time,1
22599,black asian men and women coming together for one known cause,our sports gathering party was a lot of fun,0
22600,graves are sad,their lives may have been short,1
22601,graves are sad,there was a variety,0
22602,we to tour the beautiful landscape,it was absolutely amazing and breathtaking,1
22603,we to tour the beautiful landscape,the family went to their parents  house eve,0
22604,it was absolutely amazing and breathtaking,there were rustic fences alongside the edge to act as guardrails,1
22605,it was absolutely amazing and breathtaking,the location location our president is allowed stay to,0
22606,there were rustic fences alongside the edge to act as guardrails,we pulled the over,1
22607,there were rustic fences alongside the edge to act as guardrails,my roommate is in culinary school,0
22608,we pulled the over,the waves crashing were captivating,1
22609,we pulled the over,is an picture of my dad,0
22610,makes good memories,brought their handsome twin boys,1
22611,makes good memories,people were finishing the race,0
22612,brought their handsome twin boys,this lens cover makes  male look,1
22613,brought their handsome twin boys,it was the couple s day,0
22614,this lens cover makes  male look,the lens makes male  look,1
22615,this lens cover makes  male look,the the party everyone was so excited to see each other,0
22616,the lens makes male  look,a good time was had,1
22617,the lens makes male  look,bringing out the birthday cake,0
22618,a good time was had,me clean up and drink more beer,1
22619,a good time was had,grandfather always wanted his funeral on,0
22620,took to a town i,stopped by the jiffy plant for a pictures,1
22621,took to a town i,we taught a classroom of,0
22622,stopped by the jiffy plant for a pictures,found this map on the side of a building that was for getting,1
22623,stopped by the jiffy plant for a pictures,the parish holds a craft show,0
22624,found this map on the side of a building that was for getting,ran across this building with achitecture as i driving,1
22625,found this map on the side of a building that was for getting,my music buddies and i are having,0
22626,ran across this building with achitecture as i driving,stop was the  female,1
22627,ran across this building with achitecture as i driving,the neighborhood was perfect,0
22628,the class arrives for graduation,they wait patiently to receive their diplomas,1
22629,the class arrives for graduation,this was the wedding chapel today s,0
22630,they wait patiently to receive their diplomas,the girl has her picture taken,1
22631,they wait patiently to receive their diplomas,my daughter loves to go to school,0
22632,the girl has her picture taken,she poses for a picture with her sister,1
22633,the girl has her picture taken,we out,0
22634,she poses for a picture with her sister,everyone is so excited,1
22635,she poses for a picture with her sister,we went into city today for the parade,0
22636,we ate some seafood,our trip would nt have been complete without hearing some,1
22637,we ate some seafood,this is she s so stoked,0
22638,our trip would nt have been complete without hearing some,we finished by sleeping in a hotel,1
22639,our trip would nt have been complete without hearing some,the church the marriage was to be held at was a historic one,0
22640,she walked to her seat,graduates took their seats and waited,1
22641,she walked to her seat,these wonderful faces me smile,0
22642,she posed with her other grandfather,posed with he boyfriend would graduate next year,1
22643,she posed with her other grandfather,i was i arrived at the party,0
22644,i my graduation cap and gown arrived in the mail,i i was about to graduate from college,1
22645,i my graduation cap and gown arrived in the mail,the conference held a store well,0
22646,i i was about to graduate from college,i stood among my peers,1
22647,i i was about to graduate from college,his friends,0
22648,i stood among my peers,the class erupted with celebration,1
22649,i stood among my peers,is me,0
22650,the class erupted with celebration,i was my hard work had paid off,1
22651,the class erupted with celebration,the graveyard made him  but he edged  camera ready,0
22652,there was a runner who was sprinting,there was a high jumper,1
22653,there was a runner who was sprinting,it is dinnertime,0
22654,there was a high jumper,baseball was played,1
22655,there was a high jumper,people brought fresh foods of all sorts,0
22656,baseball was played,there was a swimming pool,1
22657,baseball was played,today was graduation day for organization organization organization,0
22658,there was a swimming pool,players planning,1
22659,there was a swimming pool,they decided to visit the aerospace center,0
22660,the tv show was interesting so the changed the channel,they wanted to read near the powerplant,1
22661,the tv show was interesting so the changed the channel,our girl is in love with painting,0
22662,it was graduation,they the after the,1
22663,it was graduation,i went to a bar was playing there,0
22664,they the after the,one wanted to take their picture,1
22665,they the after the,we decided to tour a cemetery,0
22666,one wanted to take their picture,was,1
22667,one wanted to take their picture,reading is one of the most important things a person learns to do in life,0
22668,was,they decided to take a picture by the fountain,1
22669,was,the bride and groom were astounding,0
22670,we went,this speaker took the time out of her work,1
22671,we went,the teen outreach group went on a hike,0
22672,this speaker took the time out of her work,had,1
22673,this speaker took the time out of her work,the horses were all eager to show off,0
22674,had,there were at the convention,1
22675,had,the site for the excavations was headed up by a small team,0
22676,there were at the convention,there never seemed to be enough of cosplayers,1
22677,there were at the convention,the lights lit up,0
22678,do tell mom  she is oblivious,do nt tell that kid in the orange he,1
22679,do tell mom  she is oblivious,is playing at my birthday party,0
22680,do nt tell that kid in the orange he,down with,1
22681,do nt tell that kid in the orange he,it was an moment,0
22682,friends are gathered,the baby is enjoying some outdoor time,1
22683,friends are gathered,here at a show,0
22684,the baby is enjoying some outdoor time,a couple of friends casually lounging in chairs,1
22685,the baby is enjoying some outdoor time,easy making sure nothing goes wrong,0
22686,a couple of friends casually lounging in chairs,one guy tries out his look for the camera,1
22687,a couple of friends casually lounging in chairs,save the  we re getting married,0
22688,one guy tries out his look for the camera,a woman sits with a bottle of wine,1
22689,one guy tries out his look for the camera,the girls bonded over the the games,0
22690,people are sitting and drinking,this is a photo,1
22691,this is a photo,are playing a game,1
22692,this is a photo,traffic was going along the high way,0
22693,are playing a game,friends are having fun in the picture,1
22694,are playing a game,some countries have markets where they sell and trade goods,0
22695,friends are having fun in the picture,a person is wearing a bracelet,1
22696,friends are having fun in the picture,the morning before the,0
22697,an photographer went to test out a new camera,he,1
22698,an photographer went to test out a new camera,asian subways always impress,0
22699,he,he tried out camera modes,1
22700,he,it is the best hat contest,0
22701,he tried out camera modes,he came across an interesting building,1
22702,he tried out camera modes,i had a time waiting for the bus,0
22703,he came across an interesting building,he felt it,1
22704,he came across an interesting building,there at the mill street orphanage,0
22705,the organization organization organization brought out their tour truck in order,there were exhibits set up hall that taught about proper food safety,1
22706,the organization organization organization brought out their tour truck in order,this was the first thing,0
22707,there were exhibits set up hall that taught about proper food safety,the small children were able to take part,1
22708,there were exhibits set up hall that taught about proper food safety,everybody was excited,0
22709,the small children were able to take part,were hands the kids to do experiments,1
22710,the small children were able to take part,went and found these wonderful postcards,0
22711,were hands the kids to do experiments,there were giveaways well  this to plant a garden,1
22712,were hands the kids to do experiments,our day was fun1 were lined up,0
22713,the diner was furnished and lit,the  some bikes were parked,1
22714,the diner was furnished and lit,i tried baking cookies for halloween,0
22715,the  some bikes were parked,this man wore a coat,1
22716,the  some bikes were parked,there is a memorial service going,0
22717,this man wore a coat,the sculpture was a very nice,1
22718,this man wore a coat,the kids were ready for trick,0
22719,the sculpture was a very nice,the ocean was lovely,1
22720,the sculpture was a very nice,my father pulled his bicycle,0
22721,that is the location sky line,on our way up to the bridge,1
22722,that is the location sky line,every we go to the market to get fresh food,0
22723,on our way up to the bridge,a view,1
22724,on our way up to the bridge,i brought my family to a big festival,0
22725,a view,looking up at the top,1
22726,a view,a tourist is viewing the attractions,0
22727,looking up at the top,it is even magical once you are on the bridge,1
22728,looking up at the top,the flowers really stood out,0
22729,it was a place,the bide and groom were married as ever,1
22730,it was a place,this,0
22731,the bide and groom were married as ever,they cut the cake as we all drank and laughed together,1
22732,the bide and groom were married as ever,we,0
22733,they cut the cake as we all drank and laughed together,they got and drove off for the honeymoon,1
22734,they cut the cake as we all drank and laughed together,an annual display of horns,0
22735,we went for a big party,when the lights were bright,1
22736,we went for a big party,i had my championship game take place,0
22737,when the lights were bright,the bridge was lit up,1
22738,when the lights were bright,the day of the conference had arrived,0
22739,the bridge was lit up,there were fun games play,1
22740,the bridge was lit up,we were married on a boat  it cool,0
22741,there were fun games play,people riding their bikes,1
22742,there were fun games play,i went to the bookstore,0
22743,the graduates were shown a movie,they sat in confusion and boredom,1
22744,the graduates were shown a movie,we witnessed the amazing landscapes and mountain,0
22745,they sat in confusion and boredom,they won the lottery,1
22746,they sat in confusion and boredom,there are things at the market,0
22747,they won the lottery,the teachers looked confused,1
22748,they won the lottery,his friends,0
22749,the teachers looked confused,smith was the most confused out of,1
22750,the teachers looked confused,my friend kept pulling on her ears making faces,0
22751,we,line up and,1
22752,we,there is a mission to build something,0
22753,line up and,my friend  showed,1
22754,line up and,my friends and i went to the organization organization,0
